date,category,sub_category,product,price,quantity,total_sales
2025-09-11,stationary,none,notebook,27297,20,545940
2025-12-03,supermarket,none,rice,26666,24,639984
2025-09-27,electronics,none,smartwatch,8807,39,343473
2025-03-11,clothes,women,top,51799,9,466191
2025-12-27,clothes,men,trouser,12158,32,389056
2025-08-14,supermarket,none,bread,28228,1,28228
2025-12-26,electronics,none,smartwatch,13315,3,39945
2025-08-09,stationary,none,pencil,17507,32,560224
2025-08-09,clothes,women,top,11916,13,154908
2025-01-16,clothes,men,trouser,7090,27,191430
2025-08-27,stationary,none,pen,3963,3,11889
2025-12-12,clothes,women,suits,12374,2,24748
2025-08-06,stationary,none,page-folder,38345,34,1303730
2025-01-04,supermarket,none,cooking oil,17948,17,305116
2025-12-22,stationary,none,pen,39828,32,1274496
2025-07-21,stationary,none,pencil,53047,39,2068833
2025-08-09,electronics,none,smartwatch,12951,28,362628
2025-11-14,clothes,men,trouser,47291,37,1749767
2025-01-31,supermarket,none,bread,36084,40,1443360
2025-11-26,clothes,men,trouser,26500,20,530000
2025-06-17,electronics,none,mobile,46272,35,1619520
2025-01-11,stationary,none,pen,17085,28,478380
2025-01-02,supermarket,none,tea,51608,10,516080
2025-10-09,electronics,none,mobile,8544,32,273408
2025-03-18,clothes,women,top,37671,27,1017117
2025-01-10,electronics,none,laptop,20324,38,772312
2025-12-25,stationary,none,pencil,25066,7,175462
2025-06-14,supermarket,none,rice,36615,12,439380
2025-01-19,electronics,none,headphones,45918,20,918360
2025-04-30,stationary,none,pencil,32151,13,417963
2025-02-02,stationary,none,pen,11042,13,143546
2025-03-09,supermarket,none,rice,40410,8,323280
2025-09-11,electronics,none,headphones,29029,33,957957
2025-07-19,supermarket,none,cooking oil,16540,1,16540
2025-11-13,supermarket,none,tea,37950,14,531300
2025-04-28,supermarket,none,cooking oil,49396,40,1975840
2025-04-18,stationary,none,pencil,38066,3,114198
2025-01-29,electronics,none,mobile,5972,7,41804
2025-05-25,stationary,none,pencil,28912,32,925184
2025-07-06,electronics,none,laptop,34343,7,240401
2025-01-11,clothes,men,shirt,31349,20,626980
2025-04-10,stationary,none,pencil,36132,32,1156224
2025-06-27,stationary,none,notebook,23210,32,742720
2025-03-23,clothes,women,suits,7554,28,211512
2025-06-19,electronics,none,smartwatch,23488,20,469760
2025-06-10,stationary,none,pencil,17707,24,424968
2025-05-05,stationary,none,notebook,37313,37,1380581
2025-03-04,electronics,none,laptop,48507,3,145521
2025-07-21,stationary,none,notebook,50946,26,1324596
2025-10-03,stationary,none,page-folder,5204,12,62448
2025-04-07,clothes,men,trouser,19702,19,374338
2025-03-03,electronics,none,smartwatch,22125,25,553125
2025-02-19,supermarket,none,cooking oil,907,40,36280
2025-10-22,supermarket,none,bread,34663,22,762586
2025-11-02,electronics,none,smartwatch,59805,28,1674540
2025-12-18,supermarket,none,tea,6540,5,32700
2025-09-30,stationary,none,page-folder,32086,26,834236
2025-09-05,clothes,women,top,4673,40,186920
2025-03-31,supermarket,none,tea,39384,14,551376
2025-11-08,electronics,none,smartwatch,15845,2,31690
2025-01-05,electronics,none,headphones,56632,17,962744
2025-11-23,clothes,women,suits,36693,16,587088
2025-06-23,supermarket,none,bread,26186,8,209488
2025-03-20,stationary,none,page-folder,54503,11,599533
2025-11-13,electronics,none,mobile,58651,35,2052785
2025-09-21,electronics,none,laptop,15735,31,487785
2025-07-10,clothes,men,trouser,53182,31,1648642
2025-11-16,stationary,none,pen,15007,11,165077
2025-05-10,supermarket,none,cooking oil,23402,21,491442
2025-03-28,stationary,none,notebook,54562,12,654744
2025-08-04,clothes,men,shirt,36310,39,1416090
2025-07-30,clothes,women,suits,9798,15,146970
2025-10-31,clothes,women,top,5380,6,32280
2025-01-30,supermarket,none,rice,27058,40,1082320
2025-04-22,electronics,none,laptop,12357,6,74142
2025-10-13,clothes,men,shirt,39149,34,1331066
2025-07-15,electronics,none,headphones,40366,27,1089882
2025-12-03,stationary,none,pencil,24510,28,686280
2025-11-26,electronics,none,mobile,57008,7,399056
2025-01-12,supermarket,none,bread,1132,27,30564
2025-06-05,supermarket,none,bread,4159,4,16636
2025-05-28,electronics,none,headphones,33093,12,397116
2025-01-30,clothes,men,trouser,48993,40,1959720
2025-07-02,stationary,none,pencil,44331,3,132993
2025-06-09,supermarket,none,cooking oil,46819,12,561828
2025-08-03,clothes,women,top,8755,32,280160
2025-09-11,supermarket,none,rice,4303,21,90363
2025-02-06,stationary,none,pencil,16362,39,638118
2025-08-27,clothes,men,shirt,25760,8,206080
2025-04-19,clothes,men,shirt,51064,13,663832
2025-01-10,electronics,none,laptop,12741,17,216597
2025-07-13,supermarket,none,cooking oil,38201,6,229206
2025-07-16,stationary,none,page-folder,3302,14,46228
2025-03-04,supermarket,none,tea,13353,8,106824
2025-12-20,electronics,none,mobile,57553,38,2187014
2025-11-14,clothes,men,trouser,41467,35,1451345
2025-01-03,electronics,none,smartwatch,55027,25,1375675
2025-02-12,stationary,none,pencil,13677,36,492372
2025-10-16,clothes,women,suits,26581,28,744268
2025-12-23,clothes,women,suits,9667,33,319011
2025-11-25,supermarket,none,tea,42335,13,550355
2025-04-30,stationary,none,pencil,14819,12,177828
2025-07-02,supermarket,none,bread,42260,6,253560
2025-05-13,supermarket,none,cooking oil,6984,33,230472
2025-05-16,clothes,women,suits,34071,5,170355
2025-04-02,clothes,men,trouser,15833,25,395825
2025-04-29,supermarket,none,tea,22066,14,308924
2025-07-28,stationary,none,pen,25740,5,128700
2025-07-13,electronics,none,laptop,53733,15,805995
2025-11-22,supermarket,none,cooking oil,35441,11,389851
2025-04-22,supermarket,none,rice,57032,18,1026576
2025-10-17,clothes,men,trouser,57529,39,2243631
2025-01-04,electronics,none,headphones,24414,26,634764
2025-10-25,supermarket,none,tea,48046,30,1441380
2025-06-21,stationary,none,pen,40370,26,1049620
2025-09-03,electronics,none,smartwatch,14502,36,522072
2025-10-07,electronics,none,smartwatch,31400,31,973400
2025-04-14,supermarket,none,cooking oil,493,2,986
2025-11-15,supermarket,none,cooking oil,32124,24,770976
2025-08-04,supermarket,none,tea,36991,30,1109730
2025-02-15,supermarket,none,tea,44621,8,356968
2025-03-30,stationary,none,notebook,38990,1,38990
2025-08-28,supermarket,none,tea,37351,6,224106
2025-05-11,electronics,none,headphones,56907,5,284535
2025-03-27,supermarket,none,rice,28476,31,882756
2025-02-18,stationary,none,pen,23535,35,823725
2025-04-05,stationary,none,pen,57639,40,2305560
2025-07-09,clothes,men,shirt,26442,6,158652
2025-08-26,stationary,none,pen,4252,26,110552
2025-03-15,stationary,none,pen,45841,24,1100184
2025-05-16,electronics,none,mobile,51339,20,1026780
2025-03-22,clothes,women,suits,25300,6,151800
2025-09-28,stationary,none,pen,57679,30,1730370
2025-01-31,clothes,women,suits,29857,4,119428
2025-01-04,stationary,none,notebook,23709,7,165963
2025-08-30,stationary,none,pencil,33209,35,1162315
2025-04-02,clothes,women,suits,17541,39,684099
2025-11-08,electronics,none,smartwatch,32472,20,649440
2025-04-23,electronics,none,laptop,8211,16,131376
2025-11-16,supermarket,none,cooking oil,39820,6,238920
2025-01-29,clothes,women,top,14691,39,572949
2025-01-06,stationary,none,notebook,13127,22,288794
2025-03-21,electronics,none,laptop,6010,30,180300
2025-12-05,electronics,none,laptop,21217,36,763812
2025-01-06,clothes,men,trouser,20999,5,104995
2025-01-09,supermarket,none,rice,41218,26,1071668
2025-02-23,supermarket,none,cooking oil,7224,34,245616
2025-10-08,electronics,none,mobile,34634,20,692680
2025-08-29,stationary,none,pen,58609,4,234436
2025-08-06,electronics,none,laptop,7226,27,195102
2025-12-27,stationary,none,page-folder,9819,33,324027
2025-04-08,electronics,none,smartwatch,45417,9,408753
2025-07-18,clothes,men,trouser,54348,2,108696
2025-09-29,stationary,none,notebook,36487,13,474331
2025-10-08,electronics,none,smartwatch,5094,38,193572
2025-09-22,electronics,none,mobile,16103,4,64412
2025-09-11,clothes,men,shirt,10328,11,113608
2025-11-01,electronics,none,headphones,44869,13,583297
2025-11-13,supermarket,none,rice,27595,34,938230
2025-12-27,clothes,women,suits,8429,6,50574
2025-08-14,supermarket,none,cooking oil,12667,29,367343
2025-12-30,supermarket,none,cooking oil,30507,8,244056
2025-11-25,clothes,men,trouser,17892,14,250488
2025-07-19,stationary,none,pencil,5588,22,122936
2025-06-17,stationary,none,page-folder,47176,8,377408
2025-11-28,supermarket,none,tea,4995,9,44955
2025-12-12,stationary,none,notebook,27052,25,676300
2025-01-30,supermarket,none,bread,29770,36,1071720
2025-04-10,electronics,none,smartwatch,23231,7,162617
2025-07-13,supermarket,none,cooking oil,23091,32,738912
2025-05-19,electronics,none,laptop,59567,31,1846577
2025-12-05,supermarket,none,tea,21787,37,806119
2025-09-03,supermarket,none,cooking oil,20489,28,573692
2025-07-13,clothes,men,trouser,48367,21,1015707
2025-12-06,clothes,men,shirt,56964,5,284820
2025-02-01,supermarket,none,cooking oil,43426,16,694816
2025-04-23,stationary,none,pencil,15072,20,301440
2025-08-28,stationary,none,pen,6312,22,138864
2025-09-24,electronics,none,laptop,28785,36,1036260
2025-08-01,stationary,none,pencil,2958,2,5916
2025-04-18,electronics,none,laptop,30469,9,274221
2025-12-30,supermarket,none,cooking oil,11722,1,11722
2025-08-12,clothes,men,trouser,45684,32,1461888
2025-07-23,supermarket,none,cooking oil,54628,21,1147188
2025-01-18,stationary,none,pen,27634,24,663216
2025-12-05,stationary,none,pencil,53019,23,1219437
2025-04-20,clothes,women,suits,57092,2,114184
2025-02-22,electronics,none,headphones,331,35,11585
2025-09-21,clothes,men,shirt,54404,10,544040
2025-05-25,stationary,none,notebook,21021,37,777777
2025-08-28,stationary,none,pen,18849,40,753960
2025-06-27,clothes,women,suits,33263,28,931364
2025-03-04,supermarket,none,tea,40826,37,1510562
2025-01-18,electronics,none,laptop,28303,4,113212
2025-08-18,stationary,none,pen,55259,7,386813
2025-06-18,electronics,none,mobile,54485,26,1416610
2025-10-10,clothes,men,shirt,39536,20,790720
2025-06-04,electronics,none,laptop,46455,39,1811745
2025-02-09,stationary,none,notebook,57912,2,115824
2025-04-17,electronics,none,laptop,50881,34,1729954
2025-04-07,electronics,none,smartwatch,10370,2,20740
2025-11-18,clothes,men,trouser,44134,5,220670
2025-03-07,stationary,none,page-folder,46915,29,1360535
2025-10-23,electronics,none,laptop,21289,7,149023
2025-03-06,electronics,none,smartwatch,46628,33,1538724
2025-05-11,clothes,women,suits,39248,10,392480
2025-04-30,stationary,none,pencil,54498,25,1362450
2025-08-17,stationary,none,page-folder,58668,4,234672
2025-06-26,electronics,none,headphones,31681,34,1077154
2025-06-27,supermarket,none,cooking oil,59410,6,356460
2025-06-08,stationary,none,page-folder,57284,40,2291360
2025-06-16,supermarket,none,tea,27913,30,837390
2025-11-30,clothes,women,suits,58818,27,1588086
2025-05-29,stationary,none,notebook,34620,2,69240
2025-07-21,electronics,none,mobile,1643,28,46004
2025-04-24,supermarket,none,tea,36267,19,689073
2025-05-30,electronics,none,headphones,26937,32,861984
2025-09-05,supermarket,none,cooking oil,50756,11,558316
2025-01-31,stationary,none,notebook,17387,39,678093
2025-08-13,clothes,women,top,58451,3,175353
2025-03-26,stationary,none,notebook,6500,20,130000
2025-08-07,electronics,none,laptop,3051,14,42714
2025-11-08,stationary,none,notebook,26797,19,509143
2025-09-24,supermarket,none,tea,17580,24,421920
2025-12-27,supermarket,none,tea,42908,28,1201424
2025-01-29,clothes,women,suits,46855,20,937100
2025-09-02,stationary,none,pencil,13334,26,346684
2025-05-11,clothes,women,top,25,9,225
2025-09-01,stationary,none,page-folder,40910,16,654560
2025-12-02,stationary,none,page-folder,37545,25,938625
2025-06-29,stationary,none,page-folder,26063,2,52126
2025-03-18,stationary,none,page-folder,14078,31,436418
2025-10-22,supermarket,none,rice,31201,27,842427
2025-04-03,stationary,none,pencil,22784,33,751872
2025-03-02,clothes,women,top,50129,18,902322
2025-06-10,electronics,none,laptop,6101,12,73212
2025-10-08,supermarket,none,bread,52633,18,947394
2025-10-02,electronics,none,laptop,8698,26,226148
2025-03-14,electronics,none,mobile,40977,37,1516149
2025-08-29,stationary,none,page-folder,31659,7,221613
2025-08-11,electronics,none,laptop,36424,14,509936
2025-06-07,electronics,none,mobile,2291,38,87058
2025-03-23,clothes,women,suits,35088,29,1017552
2025-08-12,clothes,women,suits,38697,38,1470486
2025-01-28,supermarket,none,rice,10233,29,296757
2025-12-28,stationary,none,pen,39943,18,718974
2025-08-25,supermarket,none,tea,23622,4,94488
2025-07-03,clothes,women,top,59508,22,1309176
2025-04-30,supermarket,none,bread,52446,30,1573380
2025-01-16,clothes,women,top,23933,5,119665
2025-06-16,supermarket,none,rice,45969,19,873411
2025-02-07,stationary,none,pen,1071,37,39627
2025-11-03,supermarket,none,tea,46755,39,1823445
2025-02-17,stationary,none,notebook,14535,21,305235
2025-11-20,clothes,men,shirt,41975,1,41975
2025-11-12,clothes,men,trouser,49914,13,648882
2025-01-15,stationary,none,notebook,42042,33,1387386
2025-04-14,stationary,none,pencil,17000,40,680000
2025-05-03,supermarket,none,rice,30693,12,368316
2025-05-02,clothes,women,top,20947,2,41894
2025-02-02,electronics,none,smartwatch,32952,24,790848
2025-04-28,electronics,none,smartwatch,22450,18,404100
2025-12-08,electronics,none,laptop,59094,11,650034
2025-11-01,supermarket,none,tea,53578,33,1768074
2025-11-22,supermarket,none,tea,6476,17,110092
2025-07-16,clothes,women,suits,21976,7,153832
2025-07-07,clothes,women,suits,23830,9,214470
2025-06-09,stationary,none,page-folder,17793,18,320274
2025-11-15,clothes,women,top,38286,40,1531440
2025-07-04,stationary,none,pen,4769,12,57228
2025-05-10,clothes,women,suits,59051,29,1712479
2025-04-12,stationary,none,pencil,49858,3,149574
2025-10-08,electronics,none,smartwatch,54656,10,546560
2025-07-04,electronics,none,smartwatch,53061,39,2069379
2025-06-27,clothes,men,shirt,48366,8,386928
2025-07-19,supermarket,none,tea,35349,7,247443
2025-02-11,electronics,none,headphones,15912,21,334152
2025-12-10,supermarket,none,cooking oil,21251,15,318765
2025-01-14,supermarket,none,tea,37899,8,303192
2025-09-18,stationary,none,pen,46153,27,1246131
2025-03-24,electronics,none,smartwatch,49826,21,1046346
2025-02-22,clothes,men,shirt,25567,5,127835
2025-11-16,electronics,none,mobile,3115,11,34265
2025-12-19,electronics,none,smartwatch,20992,32,671744
2025-07-18,clothes,women,suits,28300,12,339600
2025-12-22,clothes,men,shirt,18326,11,201586
2025-06-28,electronics,none,mobile,33832,32,1082624
2025-07-16,supermarket,none,tea,54537,5,272685
2025-05-27,supermarket,none,rice,37376,9,336384
2025-01-07,stationary,none,notebook,41247,9,371223
2025-09-27,electronics,none,mobile,34702,31,1075762
2025-08-13,clothes,women,top,1573,33,51909
2025-09-17,clothes,men,shirt,53049,37,1962813
2025-12-16,clothes,men,trouser,12190,24,292560
2025-11-25,clothes,women,top,54360,39,2120040
2025-12-02,electronics,none,smartwatch,45609,16,729744
2025-12-11,stationary,none,notebook,47602,19,904438
2025-06-09,supermarket,none,rice,36917,28,1033676
2025-11-06,electronics,none,smartwatch,51456,2,102912
2025-12-09,stationary,none,page-folder,31235,35,1093225
2025-04-12,clothes,men,trouser,6348,17,107916
2025-07-09,clothes,men,shirt,20842,19,395998
2025-04-30,electronics,none,smartwatch,45358,31,1406098
2025-02-10,stationary,none,pen,54651,13,710463
2025-10-29,stationary,none,pencil,59328,3,177984
2025-04-23,clothes,women,top,1395,15,20925
2025-09-20,clothes,women,top,59993,22,1319846
2025-10-14,clothes,women,top,44999,32,1439968
2025-05-07,stationary,none,notebook,52072,16,833152
2025-09-04,supermarket,none,cooking oil,9077,35,317695
2025-08-27,supermarket,none,cooking oil,19212,29,557148
2025-04-15,stationary,none,notebook,44322,24,1063728
2025-05-23,stationary,none,pen,19155,14,268170
2025-04-23,stationary,none,pen,52421,20,1048420
2025-04-07,stationary,none,notebook,53827,17,915059
2025-12-01,stationary,none,pen,31720,28,888160
2025-11-01,clothes,men,shirt,12282,20,245640
2025-06-02,supermarket,none,cooking oil,36330,9,326970
2025-04-30,supermarket,none,cooking oil,15547,32,497504
2025-05-05,electronics,none,laptop,5405,38,205390
2025-12-30,stationary,none,pencil,29415,25,735375
2025-08-24,electronics,none,laptop,45216,24,1085184
2025-01-22,clothes,men,shirt,32471,37,1201427
2025-01-14,clothes,women,suits,25818,32,826176
2025-12-21,electronics,none,laptop,50056,40,2002240
2025-12-07,clothes,men,trouser,40337,32,1290784
2025-07-23,stationary,none,pen,32190,3,96570
2025-07-12,stationary,none,page-folder,13147,30,394410
2025-08-25,supermarket,none,bread,27010,24,648240
2025-10-20,supermarket,none,rice,42993,27,1160811
2025-11-11,electronics,none,laptop,37616,31,1166096
2025-01-30,electronics,none,laptop,23424,19,445056
2025-08-03,stationary,none,pen,5979,30,179370
2025-12-16,clothes,men,shirt,23941,30,718230
2025-11-13,stationary,none,pen,29947,3,89841
2025-09-30,stationary,none,page-folder,58810,6,352860
2025-08-12,electronics,none,smartwatch,15246,8,121968
2025-06-24,supermarket,none,rice,50289,33,1659537
2025-01-04,clothes,women,suits,44251,32,1416032
2025-03-12,clothes,men,shirt,34171,12,410052
2025-11-02,electronics,none,mobile,22909,23,526907
2025-07-22,clothes,women,suits,59708,35,2089780
2025-06-04,electronics,none,headphones,36629,35,1282015
2025-10-23,electronics,none,headphones,31469,5,157345
2025-06-27,clothes,women,suits,59173,36,2130228
2025-06-12,electronics,none,smartwatch,51488,6,308928
2025-12-09,electronics,none,smartwatch,3447,28,96516
2025-01-09,supermarket,none,cooking oil,43636,35,1527260
2025-07-20,stationary,none,page-folder,19854,25,496350
2025-09-11,stationary,none,pen,37258,6,223548
2025-04-23,clothes,men,trouser,50501,5,252505
2025-06-07,clothes,women,top,19276,31,597556
2025-04-02,stationary,none,pen,18010,34,612340
2025-10-29,stationary,none,notebook,47010,11,517110
2025-07-13,stationary,none,pencil,7641,28,213948
2025-06-02,stationary,none,pen,29507,4,118028
2025-09-13,supermarket,none,bread,59429,2,118858
2025-10-13,stationary,none,pen,20839,15,312585
2025-07-16,supermarket,none,bread,11984,24,287616
2025-06-14,electronics,none,smartwatch,44765,14,626710
2025-10-03,clothes,men,trouser,14371,18,258678
2025-11-06,electronics,none,laptop,1857,16,29712
2025-12-05,supermarket,none,bread,35311,35,1235885
2025-05-01,electronics,none,laptop,50105,37,1853885
2025-12-18,clothes,women,top,51605,27,1393335
2025-08-23,supermarket,none,bread,28281,1,28281
2025-07-08,supermarket,none,bread,41264,1,41264
2025-04-01,stationary,none,pen,32317,5,161585
2025-08-02,clothes,women,top,2527,11,27797
2025-01-23,supermarket,none,cooking oil,28946,33,955218
2025-06-16,stationary,none,pencil,26924,23,619252
2025-11-02,stationary,none,page-folder,22427,15,336405
2025-11-05,electronics,none,headphones,56066,34,1906244
2025-11-27,clothes,women,suits,24556,8,196448
2025-12-03,stationary,none,page-folder,58833,36,2117988
2025-02-14,supermarket,none,bread,52064,21,1093344
2025-02-23,supermarket,none,tea,26842,32,858944
2025-09-09,stationary,none,pencil,30624,3,91872
2025-01-13,supermarket,none,rice,58759,18,1057662
2025-01-08,electronics,none,smartwatch,34855,6,209130
2025-01-02,clothes,men,shirt,24662,11,271282
2025-03-10,electronics,none,smartwatch,51674,32,1653568
2025-04-23,stationary,none,page-folder,13793,32,441376
2025-02-06,stationary,none,notebook,59595,33,1966635
2025-09-11,electronics,none,headphones,13256,8,106048
2025-06-04,electronics,none,headphones,44194,36,1590984
2025-05-26,stationary,none,pencil,56305,40,2252200
2025-04-12,stationary,none,page-folder,14891,36,536076
2025-07-29,clothes,women,suits,49083,39,1914237
2025-12-13,supermarket,none,bread,49084,17,834428
2025-07-02,electronics,none,smartwatch,54658,8,437264
2025-06-26,supermarket,none,tea,38626,15,579390
2025-12-18,stationary,none,page-folder,36268,9,326412
2025-02-19,supermarket,none,rice,50914,3,152742
2025-10-20,clothes,women,suits,22323,25,558075
2025-06-06,supermarket,none,rice,28979,23,666517
2025-02-17,clothes,men,trouser,39998,17,679966
2025-11-12,electronics,none,headphones,16580,1,16580
2025-10-10,stationary,none,pen,1207,24,28968
2025-05-10,stationary,none,page-folder,53152,13,690976
2025-10-13,stationary,none,page-folder,47360,32,1515520
2025-09-12,supermarket,none,rice,16116,1,16116
2025-07-22,clothes,men,trouser,47697,3,143091
2025-01-25,stationary,none,notebook,345,28,9660
2025-03-09,electronics,none,headphones,47736,24,1145664
2025-09-27,electronics,none,headphones,48989,31,1518659
2025-09-27,electronics,none,smartwatch,41180,12,494160
2025-10-13,clothes,men,trouser,56831,19,1079789
2025-01-01,stationary,none,pencil,17519,10,175190
2025-07-28,electronics,none,headphones,9745,33,321585
2025-02-10,electronics,none,headphones,5547,25,138675
2025-03-28,clothes,men,trouser,8428,38,320264
2025-05-27,stationary,none,pencil,15746,2,31492
2025-02-13,supermarket,none,bread,39366,3,118098
2025-12-22,supermarket,none,tea,59800,36,2152800
2025-08-04,clothes,men,trouser,24140,5,120700
2025-08-17,electronics,none,mobile,12217,40,488680
2025-06-17,electronics,none,smartwatch,52178,13,678314
2025-01-15,clothes,men,shirt,43531,37,1610647
2025-11-30,electronics,none,headphones,31353,25,783825
2025-08-01,clothes,men,shirt,30398,37,1124726
2025-12-05,supermarket,none,cooking oil,39192,35,1371720
2025-10-25,electronics,none,laptop,41187,1,41187
2025-12-05,supermarket,none,rice,1135,31,35185
2025-11-22,electronics,none,smartwatch,30855,38,1172490
2025-05-03,electronics,none,laptop,30676,27,828252
2025-08-26,clothes,women,top,2473,11,27203
2025-08-10,electronics,none,mobile,38587,19,733153
2025-06-08,stationary,none,page-folder,29300,24,703200
2025-11-27,stationary,none,page-folder,39391,31,1221121
2025-06-30,clothes,women,suits,27539,7,192773
2025-07-01,stationary,none,page-folder,7391,6,44346
2025-11-15,stationary,none,notebook,47585,27,1284795
2025-05-31,supermarket,none,rice,53790,37,1990230
2025-02-01,stationary,none,pen,4964,26,129064
2025-05-19,supermarket,none,tea,48442,17,823514
2025-12-07,electronics,none,mobile,14932,31,462892
2025-10-31,clothes,men,trouser,33412,36,1202832
2025-07-14,electronics,none,laptop,558,17,9486
2025-09-06,stationary,none,pen,16355,35,572425
2025-01-10,electronics,none,smartwatch,54381,5,271905
2025-04-19,clothes,women,suits,1937,33,63921
2025-08-06,stationary,none,pencil,31139,32,996448
2025-04-11,stationary,none,page-folder,14315,25,357875
2025-02-01,clothes,women,top,8549,31,265019
2025-02-27,electronics,none,smartwatch,39753,11,437283
2025-06-23,stationary,none,notebook,32019,13,416247
2025-07-29,clothes,women,suits,59100,27,1595700
2025-07-09,supermarket,none,rice,496,6,2976
2025-05-12,stationary,none,notebook,12025,37,444925
2025-10-18,stationary,none,pen,16193,28,453404
2025-04-23,electronics,none,mobile,32203,18,579654
2025-07-05,supermarket,none,cooking oil,38726,12,464712
2025-03-17,clothes,men,shirt,40735,30,1222050
2025-02-23,clothes,men,trouser,37495,1,37495
2025-11-27,supermarket,none,cooking oil,19786,30,593580
2025-11-29,supermarket,none,cooking oil,23597,14,330358
2025-10-12,stationary,none,pencil,39401,31,1221431
2025-03-10,electronics,none,mobile,36343,5,181715
2025-01-13,supermarket,none,cooking oil,53869,29,1562201
2025-02-22,clothes,women,suits,50932,27,1375164
2025-09-02,clothes,women,suits,3522,18,63396
2025-08-29,clothes,men,trouser,17171,22,377762
2025-11-08,stationary,none,notebook,13526,38,513988
2025-02-05,electronics,none,laptop,57173,38,2172574
2025-07-06,clothes,men,trouser,43196,21,907116
2025-11-17,electronics,none,headphones,50427,16,806832
2025-03-10,stationary,none,page-folder,5969,21,125349
2025-05-15,electronics,none,mobile,37993,18,683874
2025-03-04,supermarket,none,tea,38264,26,994864
2025-06-17,stationary,none,pencil,42053,7,294371
2025-01-05,clothes,women,top,46755,26,1215630
2025-11-17,clothes,women,suits,2661,39,103779
2025-07-30,electronics,none,headphones,2770,9,24930
2025-07-23,electronics,none,laptop,3614,13,46982
2025-08-29,clothes,men,shirt,22427,20,448540
2025-06-15,stationary,none,pencil,26967,16,431472
2025-04-03,supermarket,none,tea,34807,25,870175
2025-07-25,supermarket,none,bread,10733,6,64398
2025-09-18,clothes,women,suits,22515,21,472815
2025-07-03,supermarket,none,bread,1962,2,3924
2025-01-20,stationary,none,notebook,34158,11,375738
2025-07-26,electronics,none,headphones,50621,29,1468009
2025-04-16,supermarket,none,cooking oil,8703,6,52218
2025-12-16,stationary,none,pen,55040,19,1045760
2025-02-09,clothes,men,shirt,25426,24,610224
2025-12-11,supermarket,none,rice,1577,4,6308
2025-07-09,stationary,none,page-folder,2544,11,27984
2025-04-28,supermarket,none,bread,12686,29,367894
2025-06-30,supermarket,none,rice,46500,25,1162500
2025-04-19,clothes,men,shirt,33818,1,33818
2025-08-15,supermarket,none,tea,25668,28,718704
2025-01-19,clothes,women,top,37555,38,1427090
2025-04-24,clothes,women,suits,23161,37,856957
2025-08-10,clothes,women,top,54145,4,216580
2025-04-30,supermarket,none,cooking oil,54330,30,1629900
2025-12-30,supermarket,none,bread,53730,21,1128330
2025-03-03,supermarket,none,rice,47872,32,1531904
2025-10-24,supermarket,none,tea,8642,4,34568
2025-08-03,stationary,none,page-folder,50900,15,763500
2025-05-27,electronics,none,smartwatch,34781,28,973868
2025-02-27,clothes,men,shirt,49396,39,1926444
2025-12-03,stationary,none,page-folder,10920,3,32760
2025-09-02,supermarket,none,rice,43982,15,659730
2025-11-13,clothes,women,top,50069,11,550759
2025-07-28,stationary,none,pencil,6808,22,149776
2025-09-27,supermarket,none,rice,34718,33,1145694
2025-08-19,clothes,men,trouser,14039,36,505404
2025-09-30,supermarket,none,cooking oil,2153,18,38754
2025-08-21,stationary,none,notebook,17678,9,159102
2025-02-13,electronics,none,laptop,33914,22,746108
2025-01-02,clothes,men,trouser,16507,27,445689
2025-10-29,supermarket,none,tea,25606,25,640150
2025-09-25,clothes,men,shirt,40405,38,1535390
2025-04-01,stationary,none,notebook,12205,27,329535
2025-12-19,clothes,women,suits,51034,6,306204
2025-08-07,electronics,none,laptop,59870,3,179610
2025-06-29,supermarket,none,tea,28210,12,338520
2025-05-01,clothes,men,shirt,8358,35,292530
2025-07-03,electronics,none,smartwatch,45292,27,1222884
2025-10-06,clothes,men,trouser,34895,22,767690
2025-04-25,clothes,women,top,58414,32,1869248
2025-11-08,electronics,none,headphones,43558,31,1350298
2025-02-01,electronics,none,mobile,12194,16,195104
2025-06-11,stationary,none,notebook,31802,26,826852
2025-10-28,clothes,men,trouser,56210,10,562100
2025-06-12,supermarket,none,rice,12096,7,84672
2025-02-04,stationary,none,pencil,13476,5,67380
2025-06-05,supermarket,none,rice,12872,21,270312
2025-12-23,electronics,none,laptop,43308,39,1689012
2025-09-05,clothes,men,trouser,19646,11,216106
2025-05-10,supermarket,none,rice,2848,11,31328
2025-01-14,stationary,none,notebook,38344,37,1418728
2025-06-18,clothes,men,shirt,28865,14,404110
2025-01-19,stationary,none,pen,334,13,4342
2025-10-26,supermarket,none,tea,16437,23,378051
2025-05-11,electronics,none,laptop,31855,21,668955
2025-05-18,clothes,women,top,9293,33,306669
2025-03-06,clothes,women,suits,9438,27,254826
2025-04-13,clothes,women,top,38703,1,38703
2025-04-27,clothes,men,trouser,99,20,1980
2025-10-07,electronics,none,laptop,20536,15,308040
2025-07-23,stationary,none,page-folder,44241,25,1106025
2025-09-24,electronics,none,laptop,767,16,12272
2025-05-30,clothes,women,suits,6642,29,192618
2025-12-18,stationary,none,notebook,4673,29,135517
2025-08-13,clothes,men,shirt,59933,25,1498325
2025-06-17,stationary,none,pencil,33888,20,677760
2025-03-18,clothes,men,shirt,27735,37,1026195
2025-09-18,stationary,none,pen,10101,36,363636
